tweet_link,tweet,slug,tag,phrase,start,end
https://twitter.com/realDonaldTrump/status/613814933860519936,".@Neilyoung’s song, “Rockin’ In The Free World” was just one of 10 songs used as background music. Didn’t love it anyway.",rockin-in-the-free-world,entity,Rockin,21.0,27.0
https://twitter.com/realDonaldTrump/status/613814933860519936,".@Neilyoung’s song, “Rockin’ In The Free World” was just one of 10 songs used as background music. Didn’t love it anyway.",rockin-in-the-free-world,insult,didn't love it,-1.0,13.0
https://twitter.com/realDonaldTrump/status/613868265689993218,Uncomfortable looking NBC reporter Willie Geist calls me to ask for favors and then mockingly smiles when he is told of my high poll numbers,willie-geist,entity,Willie Geist,35.0,47.0
https://twitter.com/realDonaldTrump/status/613868265689993218,Uncomfortable looking NBC reporter Willie Geist calls me to ask for favors and then mockingly smiles when he is told of my high poll numbers,willie-geist,insult,uncomfortable looking,-1.0,20.0
https://twitter.com/realDonaldTrump/status/613871326793728000,"Just out, the new nationwide @FoxNews poll has me alone in 2nd place, closely behind Jeb Bush-but Bush will NEVER Make America Great Again!",jeb-bush,entity,Jeb Bush,85.0,93.0
https://twitter.com/realDonaldTrump/status/613871326793728000,"Just out, the new nationwide @FoxNews poll has me alone in 2nd place, closely behind Jeb Bush-but Bush will NEVER Make America Great Again!",jeb-bush,insult,will NEVER Make America Great Again,103.0,138.0
https://twitter.com/realDonaldTrump/status/613888145956995072,The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.,molly-sims,entity,Molly Sims,60.0,70.0
https://twitter.com/realDonaldTrump/status/613888145956995072,The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.,molly-sims,insult,a disaster,75.0,85.0
https://twitter.com/realDonaldTrump/status/613888145956995072,The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.,nicole-wallace,entity,Nicole Wallace,41.0,55.0
https://twitter.com/realDonaldTrump/status/613888145956995072,The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.,nicole-wallace,insult,a disaster,75.0,85.0
https://twitter.com/realDonaldTrump/status/613888145956995072,The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.,the-view,entity,The View,16.0,24.0
https://twitter.com/realDonaldTrump/status/613888145956995072,The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.,the-view,insult,dead T.V.,-1.0,8.0
https://twitter.com/realDonaldTrump/status/613888145956995072,The ratings for The View are really low. Nicole Wallace and Molly Sims are a disaster. Get new cast or just put it to sleep. Dead T.V.,the-view,insult,put it to sleep,108.0,123.0
https://twitter.com/realDonaldTrump/status/613891332944302080,".@WhoopiGoldberg had better surround herself with better hosts than Nicole Wallace, who doesn't have a clue. The show is close to death!",nicole-wallace,entity,Nicole Wallace,68.0,82.0
https://twitter.com/realDonaldTrump/status/613891332944302080,".@WhoopiGoldberg had better surround herself with better hosts than Nicole Wallace, who doesn't have a clue. The show is close to death!",nicole-wallace,insult,doesn't have a clue,88.0,107.0
https://twitter.com/realDonaldTrump/status/613891332944302080,".@WhoopiGoldberg had better surround herself with better hosts than Nicole Wallace, who doesn't have a clue. The show is close to death!",the-view,entity,The,109.0,112.0
https://twitter.com/realDonaldTrump/status/613891332944302080,".@WhoopiGoldberg had better surround herself with better hosts than Nicole Wallace, who doesn't have a clue. The show is close to death!",the-view,insult,close to death,121.0,135.0
https://twitter.com/realDonaldTrump/status/614045285724102656,"I hear that dopey political pundit, Lawrence O'Donnell, one of the dumber people on television, is about to lose his show-no ratings?Too bad",lawrence-o-donnell,entity,Lawrence,36.0,44.0
https://twitter.com/realDonaldTrump/status/614045285724102656,"I hear that dopey political pundit, Lawrence O'Donnell, one of the dumber people on television, is about to lose his show-no ratings?Too bad",lawrence-o-donnell,insult,dopey political pundit,12.0,34.0
https://twitter.com/realDonaldTrump/status/614045285724102656,"I hear that dopey political pundit, Lawrence O'Donnell, one of the dumber people on television, is about to lose his show-no ratings?Too bad",lawrence-o-donnell,insult,one of the dumber people on television,56.0,94.0
https://twitter.com/realDonaldTrump/status/614045285724102656,"I hear that dopey political pundit, Lawrence O'Donnell, one of the dumber people on television, is about to lose his show-no ratings?Too bad",lawrence-o-donnell,insult,one of the dumber people on television,,
https://twitter.com/realDonaldTrump/status/614047677458841601,Governor Rick Scott of Florida did really poorly on television this morning. I hope he is O.K.,rick-scott,accusation,did really poorly on television,31.0,62.0
https://twitter.com/realDonaldTrump/status/614047677458841601,Governor Rick Scott of Florida did really poorly on television this morning. I hope he is O.K.,rick-scott,entity,Rick Scott,9.0,19.0
https://twitter.com/realDonaldTrump/status/614434531861512193,Once again the Bush appointed Supreme Court Justice John Roberts has let us down. Jeb pushed him hard! Remember!,john-roberts,entity,John Roberts,52.0,64.0
https://twitter.com/realDonaldTrump/status/614434531861512193,Once again the Bush appointed Supreme Court Justice John Roberts has let us down. Jeb pushed him hard! Remember!,john-roberts,insult,let us down,69.0,80.0
https://twitter.com/realDonaldTrump/status/614434531861512193,Once again the Bush appointed Supreme Court Justice John Roberts has let us down. Jeb pushed him hard! Remember!,john-roberts,insult,let us down,9.0,29.0
https://twitter.com/realDonaldTrump/status/614451323568824320,.@Univision cares far more about Mexico than it does about the U.S. Are they controlled by the Mexican government?,univision,accusation,controlled by Mexican government?,-1.0,32.0
https://twitter.com/realDonaldTrump/status/614451323568824320,.@Univision cares far more about Mexico than it does about the U.S. Are they controlled by the Mexican government?,univision,entity,Univision,2.0,11.0
https://twitter.com/realDonaldTrump/status/614472830969880576,"If I win the presidency, my judicial appointments will do the right thing unlike Bush's appointee John Roberts on ObamaCare.",john-roberts,entity,John Roberts,98.0,110.0
https://twitter.com/realDonaldTrump/status/614472830969880576,"If I win the presidency, my judicial appointments will do the right thing unlike Bush's appointee John Roberts on ObamaCare.",john-roberts,insult,my judicial appointments will do the right thing unlike... Roberts,-1.0,65.0
https://twitter.com/realDonaldTrump/status/615299494339592196,".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!",mort-zuckerman,entity,Mort Zuckerman,54.0,68.0
https://twitter.com/realDonaldTrump/status/615299494339592196,".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!",mort-zuckerman,insult,dopey clown,42.0,53.0
https://twitter.com/realDonaldTrump/status/615299494339592196,".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!",new-york-daily-news,accusation,it is dead,127.0,137.0
https://twitter.com/realDonaldTrump/status/615299494339592196,".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!",new-york-daily-news,entity,New,9.0,12.0
https://twitter.com/realDonaldTrump/status/615299494339592196,".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!",new-york-daily-news,insult,dying tabloid,19.0,32.0
https://twitter.com/realDonaldTrump/status/615485019503620097,"Saudi Arabia should be paying the United States many billions of dollars for our defense of them. Without us, gone! @AlWaleedbinT",saudi-arabia,accusation,"without us, gone!",-1.0,16.0
https://twitter.com/realDonaldTrump/status/615485019503620097,"Saudi Arabia should be paying the United States many billions of dollars for our defense of them. Without us, gone! @AlWaleedbinT",saudi-arabia,entity,Saudi Arabia,0.0,12.0
https://twitter.com/realDonaldTrump/status/615866741994954752,"I love the Mexican people, but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!",mexico,compliment,I love the Mexican people,,
https://twitter.com/realDonaldTrump/status/615866741994954752,"I love the Mexican people, but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!",mexico,compliment,I love the Mexican people,47.0,63.0
https://twitter.com/realDonaldTrump/status/615866741994954752,"I love the Mexican people, but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!",mexico,entity,Mexico,31.0,37.0
https://twitter.com/realDonaldTrump/status/615866741994954752,"I love the Mexican people, but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!",mexico,insult,not our friend,41.0,55.0
https://twitter.com/realDonaldTrump/status/615866741994954752,"I love the Mexican people, but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!",mexico,insult,they're killing us,94.0,112.0
https://twitter.com/realDonaldTrump/status/616290244753760262,"For all of those who want to #MakeAmericaGreatAgain, boycott @Macys. They are weak on border security &amp; stopping illegal immigration.",macys,entity,Macys,62.0,67.0
https://twitter.com/realDonaldTrump/status/616290244753760262,"For all of those who want to #MakeAmericaGreatAgain, boycott @Macys. They are weak on border security &amp; stopping illegal immigration.",macys,insult,weak on border security,78.0,101.0
https://twitter.com/realDonaldTrump/status/616352974818906112,".@GovernorPataki was a terrible governor of NY, one of the worst -- would’ve been swamped if he ran again!",george-pataki,entity,Pataki,10.0,16.0
https://twitter.com/realDonaldTrump/status/616352974818906112,".@GovernorPataki was a terrible governor of NY, one of the worst -- would’ve been swamped if he ran again!",george-pataki,insult,"terrible governor of NY, one of the worst",23.0,64.0
https://twitter.com/realDonaldTrump/status/616353051432079360,.@GovernorPataki couldn’t be elected dog catcher if he ran again—so he didn’t!,george-pataki,accusation,couldn't be elected dog catcher if he ran again,-1.0,46.0
https://twitter.com/realDonaldTrump/status/616353051432079360,.@GovernorPataki couldn’t be elected dog catcher if he ran again—so he didn’t!,george-pataki,entity,Pataki,10.0,16.0
https://twitter.com/realDonaldTrump/status/616353325336928256,"Interesting that @Macys criticized me but just paid $650,000 in fines for racial profiling. Are they racists?",macys,entity,Macys,18.0,23.0
https://twitter.com/realDonaldTrump/status/616353325336928256,"Interesting that @Macys criticized me but just paid $650,000 in fines for racial profiling. Are they racists?",macys,insult,racists,101.0,108.0
https://twitter.com/realDonaldTrump/status/616353457889505280,Who is @Macys to pretend innocence when they “racial profile” all over the place? Paid big fine!,macys,entity,Macys,8.0,13.0
https://twitter.com/realDonaldTrump/status/616353457889505280,Who is @Macys to pretend innocence when they “racial profile” all over the place? Paid big fine!,macys,insult,they 'racial profile' all over the place,-1.0,39.0
https://twitter.com/realDonaldTrump/status/616624633312354304,.@Macys stock just dropped. Interesting. So many people calling to say they are cutting up their @Macys credit card. Thank you!,macys,accusation,Macy's stock just dropped,-1.0,24.0
https://twitter.com/realDonaldTrump/status/616624633312354304,.@Macys stock just dropped. Interesting. So many people calling to say they are cutting up their @Macys credit card. Thank you!,macys,accusation,so many people calling to say they are cutting up their Macy's credit card,-1.0,73.0
https://twitter.com/realDonaldTrump/status/616624633312354304,.@Macys stock just dropped. Interesting. So many people calling to say they are cutting up their @Macys credit card. Thank you!,macys,entity,Macys,2.0,7.0
https://twitter.com/realDonaldTrump/status/616624797527764992,Why doesn’t somebody study the horrible charges brought against @Macys for racial profiling? Terrible hypocrites!,macys,entity,Macys,65.0,70.0
https://twitter.com/realDonaldTrump/status/616624797527764992,Why doesn’t somebody study the horrible charges brought against @Macys for racial profiling? Terrible hypocrites!,macys,insult,terrible hypocrites,-1.0,18.0
https://twitter.com/realDonaldTrump/status/616693070969577473,Obama once again just missed a self-imposed deadline with Iran. Our leadership is weak &amp; ineffective. Double the sanctions!,barack-obama,entity,Obama,0.0,5.0
https://twitter.com/realDonaldTrump/status/616693070969577473,Obama once again just missed a self-imposed deadline with Iran. Our leadership is weak &amp; ineffective. Double the sanctions!,barack-obama,insult,weak & ineffective,-1.0,17.0
https://twitter.com/realDonaldTrump/status/617092492786278400,Our Southern border is totally out of control. This is an absolutely disgraceful. situation.http://t.co/ujz3jENIYo We need border security!,southern-border,entity,Southern border,4.0,19.0
https://twitter.com/realDonaldTrump/status/617092492786278400,Our Southern border is totally out of control. This is an absolutely disgraceful. situation.http://t.co/ujz3jENIYo We need border security!,southern-border,insult,totally out of control,23.0,45.0
https://twitter.com/realDonaldTrump/status/617092492786278400,Our Southern border is totally out of control. This is an absolutely disgraceful. situation.http://t.co/ujz3jENIYo We need border security!,southern-border,insult,absolutely disgraceful,58.0,80.0
https://twitter.com/realDonaldTrump/status/617112869302366208,.@TheJuanWilliams you never speak well of me &amp; yet when I saw you at Fox you ran over like a child and wanted a picture. Please share pic!,juan-williams,accusation,you never speak well of me & yet when I saw you at Fox you ran over like a child and wanted a picture,-1.0,100.0
https://twitter.com/realDonaldTrump/status/617112869302366208,.@TheJuanWilliams you never speak well of me &amp; yet when I saw you at Fox you ran over like a child and wanted a picture. Please share pic!,juan-williams,entity,Juan,5.0,9.0
https://twitter.com/realDonaldTrump/status/617618236474064896,"Miss Universe, Paulina Vega, criticized me for telling the truth about illegal immigration, but then said she would keep the crown-Hypocrite",paulina-vega,entity,Paulina Vega,15.0,27.0
https://twitter.com/realDonaldTrump/status/617618236474064896,"Miss Universe, Paulina Vega, criticized me for telling the truth about illegal immigration, but then said she would keep the crown-Hypocrite",paulina-vega,insult,hypocrite,-1.0,8.0
https://twitter.com/realDonaldTrump/status/617705622251917312,Rick Perry failed at the border. Now he is critical of me. He needs a new pair of glasses to see the crimes committed by illegal immigrants.,rick-perry,accusation,failed at the border,11.0,31.0
https://twitter.com/realDonaldTrump/status/617705622251917312,Rick Perry failed at the border. Now he is critical of me. He needs a new pair of glasses to see the crimes committed by illegal immigrants.,rick-perry,entity,Rick Perry,0.0,10.0
https://twitter.com/realDonaldTrump/status/617705622251917312,Rick Perry failed at the border. Now he is critical of me. He needs a new pair of glasses to see the crimes committed by illegal immigrants.,rick-perry,insult,needs a new pair of glasses,62.0,89.0
https://twitter.com/realDonaldTrump/status/617715390504943617,Flashback – Jeb Bush says illegal immigrants breaking our laws is an “act of love” http://t.co/p8yFzVuw8w He will never secure the border.,jeb-bush,accusation,will never secure the border,109.0,137.0
https://twitter.com/realDonaldTrump/status/617715390504943617,Flashback – Jeb Bush says illegal immigrants breaking our laws is an “act of love” http://t.co/p8yFzVuw8w He will never secure the border.,jeb-bush,entity,Jeb Bush,12.0,20.0
https://twitter.com/realDonaldTrump/status/618443159547322368,.@AnnCoulter U were great last nite @ericbolling on FOX. Our country has become a dumping ground for the world--I'll get it to stop &amp; fast!,ann-coulter,compliment,great,20.0,25.0
https://twitter.com/realDonaldTrump/status/618443159547322368,.@AnnCoulter U were great last nite @ericbolling on FOX. Our country has become a dumping ground for the world--I'll get it to stop &amp; fast!,ann-coulter,compliment,great,92.0,130.0
https://twitter.com/realDonaldTrump/status/618443159547322368,.@AnnCoulter U were great last nite @ericbolling on FOX. Our country has become a dumping ground for the world--I'll get it to stop &amp; fast!,united-states,accusation,has become a dumping ground for the world,69.0,110.0
https://twitter.com/realDonaldTrump/status/618540086976716800,Wow! I hear that thousands of people are cutting up their @Macys credit card. That's great. #MakeAmericaGreatAgain!,macys,accusation,Wow! I hear that thousands of people are cutting up their Macy's credit card,-1.0,75.0
https://twitter.com/realDonaldTrump/status/618540086976716800,Wow! I hear that thousands of people are cutting up their @Macys credit card. That's great. #MakeAmericaGreatAgain!,macys,entity,Macys,59.0,64.0
https://twitter.com/realDonaldTrump/status/619102432648413184,Do you believe that highly overrated political pundit @krauthammer said this is the best Republican field in 35 years. What a dope!,charles-krauthammer,accusation,highly overrated,20.0,36.0
https://twitter.com/realDonaldTrump/status/619102432648413184,Do you believe that highly overrated political pundit @krauthammer said this is the best Republican field in 35 years. What a dope!,charles-krauthammer,entity,krauthammer,55.0,66.0
https://twitter.com/realDonaldTrump/status/619102432648413184,Do you believe that highly overrated political pundit @krauthammer said this is the best Republican field in 35 years. What a dope!,charles-krauthammer,insult,a dope,124.0,130.0
https://twitter.com/realDonaldTrump/status/619102432648413184,Do you believe that highly overrated political pundit @krauthammer said this is the best Republican field in 35 years. What a dope!,charles-krauthammer,insult,a dope,102.0,170.0
https://twitter.com/realDonaldTrump/status/619105146128179201,"Jeb's brother George insisted on a $100,000 fee and $20,000 for a private jet to speak at a charity for severely wounded vets. Not nice!",george-w-bush,entity,George,14.0,20.0
https://twitter.com/realDonaldTrump/status/619105146128179201,"Jeb's brother George insisted on a $100,000 fee and $20,000 for a private jet to speak at a charity for severely wounded vets. Not nice!",george-w-bush,insult,not nice!,-1.0,8.0
https://twitter.com/realDonaldTrump/status/619116090501799936,"You mean George Bush sends our soldiers into combat, they are severely wounded, and then he wants $120,000 to make a boring speech to them?",george-w-bush,entity,George,9.0,15.0
https://twitter.com/realDonaldTrump/status/619116090501799936,"You mean George Bush sends our soldiers into combat, they are severely wounded, and then he wants $120,000 to make a boring speech to them?",george-w-bush,insult,"wants $120,000 to make a boring speech",20.0,25.0
https://twitter.com/realDonaldTrump/status/619116090501799936,"You mean George Bush sends our soldiers into combat, they are severely wounded, and then he wants $120,000 to make a boring speech to them?",george-w-bush,insult,"wants $120,000 to make a boring speech",92.0,130.0
https://twitter.com/realDonaldTrump/status/619191996142501888,Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…,clare-o-connor,entity,Clare,14.0,19.0
https://twitter.com/realDonaldTrump/status/619191996142501888,Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…,clare-o-connor,insult,dummy writer,-1.0,11.0
https://twitter.com/realDonaldTrump/status/619191996142501888,Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…,forbes,entity,Forbes,37.0,43.0
https://twitter.com/realDonaldTrump/status/619191996142501888,Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…,forbes,insult,failing,28.0,35.0
https://twitter.com/realDonaldTrump/status/619192063687569412,"Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom, ESPN was small golf outing...",clare-o-connor,entity,Clare,7.0,12.0
https://twitter.com/realDonaldTrump/status/619192063687569412,"Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom, ESPN was small golf outing...",clare-o-connor,insult,dummy,-1.0,4.0
https://twitter.com/realDonaldTrump/status/619192063687569412,"Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom, ESPN was small golf outing...",forbes,entity,Forbes,30.0,36.0
https://twitter.com/realDonaldTrump/status/619192063687569412,"Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom, ESPN was small golf outing...",forbes,insult,failing,21.0,28.0
https://twitter.com/realDonaldTrump/status/619192203953479680,Dummy @Clare_OC @Forbes: Tiny fragrance deal with Parlux means nothing. Still sold at Trump Tower...,clare-o-connor,entity,Clare,7.0,12.0
https://twitter.com/realDonaldTrump/status/619192203953479680,Dummy @Clare_OC @Forbes: Tiny fragrance deal with Parlux means nothing. Still sold at Trump Tower...,clare-o-connor,insult,dummy,-1.0,4.0
https://twitter.com/realDonaldTrump/status/619192336707395584,Why does a failed magazine like @Forbes constantly seek out trivial nonsense? Their circulation way down. @Clare_OC,forbes,accusation,failed magazine,11.0,26.0
https://twitter.com/realDonaldTrump/status/619192336707395584,Why does a failed magazine like @Forbes constantly seek out trivial nonsense? Their circulation way down. @Clare_OC,forbes,entity,Forbes,33.0,39.0
https://twitter.com/realDonaldTrump/status/619192336707395584,Why does a failed magazine like @Forbes constantly seek out trivial nonsense? Their circulation way down. @Clare_OC,forbes,insult,circulation way down,84.0,104.0
https://twitter.com/realDonaldTrump/status/619220020766330880,Obama and Republicans are hollowing out our military. Now want to cut troop levels. Lowest level in over 20 years.,barack-obama,accusation,hollowing out our military,26.0,52.0
https://twitter.com/realDonaldTrump/status/619220020766330880,Obama and Republicans are hollowing out our military. Now want to cut troop levels. Lowest level in over 20 years.,barack-obama,entity,Obama,0.0,5.0
https://twitter.com/realDonaldTrump/status/619220020766330880,Obama and Republicans are hollowing out our military. Now want to cut troop levels. Lowest level in over 20 years.,republicans,accusation,hollowing out our military,26.0,52.0
https://twitter.com/realDonaldTrump/status/619220020766330880,Obama and Republicans are hollowing out our military. Now want to cut troop levels. Lowest level in over 20 years.,republicans,entity,Republicans,10.0,21.0
https://twitter.com/realDonaldTrump/status/619497692293541889,Iran continues to delay the nuclear deal while doing many bad things behind our backs. Time to WALK and double the sanctions. Stop payments!,iran,accusation,doing many bad things behind our backs,47.0,85.0
https://twitter.com/realDonaldTrump/status/619497692293541889,Iran continues to delay the nuclear deal while doing many bad things behind our backs. Time to WALK and double the sanctions. Stop payments!,iran,entity,Iran,0.0,4.0
https://twitter.com/realDonaldTrump/status/619519322332000256,Jeb Bush just announced he raised over $100M. Everyone of those people who contributed are getting something to the detriment of America!,jeb-bush-supporters,accusation,everyone of those people who contributed are getting something to the detriment of America,-1.0,89.0
https://twitter.com/realDonaldTrump/status/619519322332000256,Jeb Bush just announced he raised over $100M. Everyone of those people who contributed are getting something to the detriment of America!,jeb-bush-supporters,entity,Jeb,0.0,3.0
https://twitter.com/realDonaldTrump/status/619734914750025729,I love that thousands of people are boycotting @Macys and cutting up credit cards. No guts no glory. This really backfired - love it!,macys,entity,Macys,48.0,53.0
https://twitter.com/realDonaldTrump/status/619734914750025729,I love that thousands of people are boycotting @Macys and cutting up credit cards. No guts no glory. This really backfired - love it!,macys,insult,no guts no glory,-1.0,15.0
https://twitter.com/realDonaldTrump/status/619734914750025729,I love that thousands of people are boycotting @Macys and cutting up credit cards. No guts no glory. This really backfired - love it!,macys,insult,no guts no glory,70.0,127.0
https://twitter.com/realDonaldTrump/status/619834683069632512,Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!,univision,accusation,doing really badly,55.0,73.0
https://twitter.com/realDonaldTrump/status/619834683069632512,Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!,univision,entity,Univision,35.0,44.0
https://twitter.com/realDonaldTrump/status/619834683069632512,Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!,univision,insult,too much debt and not enough viewers,-1.0,35.0
https://twitter.com/realDonaldTrump/status/619834683069632512,Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!,univision,insult,need money fast,-1.0,14.0
https://twitter.com/realDonaldTrump/status/620337666912059392,Mexico's biggest drug lord escapes from jail. Unbelievable corruption and USA is paying the price. I told you so!,mexico,entity,Mexico,0.0,6.0
https://twitter.com/realDonaldTrump/status/620337666912059392,Mexico's biggest drug lord escapes from jail. Unbelievable corruption and USA is paying the price. I told you so!,mexico,insult,unbelievable corruption,-1.0,22.0
https://twitter.com/realDonaldTrump/status/620339062055010304,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!,chuck-todd,accusation,love watching him fail,-1.0,21.0
https://twitter.com/realDonaldTrump/status/620339062055010304,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!,chuck-todd,entity,Chuck,12.0,17.0
https://twitter.com/realDonaldTrump/status/620339062055010304,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!,chuck-todd,insult,killing Meet the Press,-1.0,21.0
https://twitter.com/realDonaldTrump/status/620339062055010304,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!,chuck-todd,insult,pathetic,58.0,66.0
https://twitter.com/realDonaldTrump/status/620391296251916288,I hear that sleepy eyes @chucktodd will be fired like a dog from ratings starved Meet The Press? I can't imagine what is taking so long!,chuck-todd,accusation,will be fired like a dog,35.0,59.0
https://twitter.com/realDonaldTrump/status/620391296251916288,I hear that sleepy eyes @chucktodd will be fired like a dog from ratings starved Meet The Press? I can't imagine what is taking so long!,chuck-todd,entity,chuck,25.0,30.0
https://twitter.com/realDonaldTrump/status/620391296251916288,I hear that sleepy eyes @chucktodd will be fired like a dog from ratings starved Meet The Press? I can't imagine what is taking so long!,chuck-todd,insult,sleepy eyes,12.0,23.0
https://twitter.com/realDonaldTrump/status/620391296251916288,I hear that sleepy eyes @chucktodd will be fired like a dog from ratings starved Meet The Press? I can't imagine what is taking so long!,meet-the-press,accusation,ratings starved,65.0,80.0
https://twitter.com/realDonaldTrump/status/620391296251916288,I hear that sleepy eyes @chucktodd will be fired like a dog from ratings starved Meet The Press? I can't imagine what is taking so long!,meet-the-press,entity,Meet,81.0,85.0
https://twitter.com/realDonaldTrump/status/620546522556534784,"....likewise, billions of dollars gets brought into Mexico through the border. We get the killers, drugs &amp; crime, they get the money!",mexico,entity,Mexico,52.0,58.0
https://twitter.com/realDonaldTrump/status/620546522556534784,"....likewise, billions of dollars gets brought into Mexico through the border. We get the killers, drugs &amp; crime, they get the money!",mexico,insult,"we get the killers, drugs & crime, they get the money!",-1.0,53.0
https://twitter.com/realDonaldTrump/status/620629175897096193,Mexico’s totally corrupt gov’t looks horrible with El Chapo’s escape—totally corrupt. U.S. paid them $3 billion.,mexico,accusation,totally corrupt gov't,-1.0,20.0
https://twitter.com/realDonaldTrump/status/620629175897096193,Mexico’s totally corrupt gov’t looks horrible with El Chapo’s escape—totally corrupt. U.S. paid them $3 billion.,mexico,accusation,totally corrupt,9.0,24.0
https://twitter.com/realDonaldTrump/status/620629175897096193,Mexico’s totally corrupt gov’t looks horrible with El Chapo’s escape—totally corrupt. U.S. paid them $3 billion.,mexico,entity,Mexico,0.0,6.0
https://twitter.com/realDonaldTrump/status/620946792184705025,Matt Harvey @Mets -- Don't let the @NYDailyNews get you down---nobody reads it. Play well.,new-york-daily-news,entity,New,43.0,46.0
https://twitter.com/realDonaldTrump/status/620946792184705025,Matt Harvey @Mets -- Don't let the @NYDailyNews get you down---nobody reads it. Play well.,new-york-daily-news,insult,nobody reads it,63.0,78.0
https://twitter.com/realDonaldTrump/status/621333806511955968,Why do people listen to clown @KarlRove on @FoxNews? Spent $430M &amp; lost all races—a Bushy!,karl-rove,entity,Karl,31.0,35.0
https://twitter.com/realDonaldTrump/status/621333806511955968,Why do people listen to clown @KarlRove on @FoxNews? Spent $430M &amp; lost all races—a Bushy!,karl-rove,insult,clown,24.0,29.0
https://twitter.com/realDonaldTrump/status/621333869422346240,".@FoxNews should not put @KarlRove on—he has no credibility, a bush plant who called all races wrong.",karl-rove,accusation,a bush plant who called all races wrong,61.0,100.0
https://twitter.com/realDonaldTrump/status/621333869422346240,".@FoxNews should not put @KarlRove on—he has no credibility, a bush plant who called all races wrong.",karl-rove,entity,Karl,26.0,30.0
https://twitter.com/realDonaldTrump/status/621333869422346240,".@FoxNews should not put @KarlRove on—he has no credibility, a bush plant who called all races wrong.",karl-rove,insult,has no credibility,41.0,59.0
https://twitter.com/realDonaldTrump/status/621622877092249601,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12.",karl-rove,accusation,made fool of himself in '12,-1.0,26.0
https://twitter.com/realDonaldTrump/status/621622877092249601,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12.",karl-rove,entity,Karl,18.0,22.0
https://twitter.com/realDonaldTrump/status/621622877092249601,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12.",karl-rove,insult,"irrelevant clown, sweats and shakes nervously",-1.0,44.0
https://twitter.com/realDonaldTrump/status/621622877092249601,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12.",karl-rove,insult,has zero cred,-1.0,12.0
